Step,Completed?,Item/Objective,Category,Location,Notes
178,FALSE,Sealed Spirit Spring,Shortcut,Gravesite Plain,Head Northwest/West from the Elder's Hovel and look for a higher ledge to the right that you can climb up to. There is a sealed spirit spring here that can let you skip Castle Ensis and move on to Scadu Altus
179,FALSE,Ellac River Cave Entrance,SoG/Location,Gravesite Plain,"Continue back to the main swamp area from before and head to the North, looking for a cave entrance. This leads to Ellac River"
180,FALSE,Revered Spirit Ashes,Key Item,Gravesite Plain,"Follow the cave and before you reach the SoG, you should see this to the right hand side of another cave opening"
181,FALSE,Ellac River Cave,SoG/Location,Gravesite Plain,Continue from the Revered Spirit Ash in the previous step and into the cave
182,FALSE,Ulcerated Tree Spirit,Boss,Gravesite Plain,Continue North along the river and fight this to receive the Horned Bairn
183,FALSE,Horned Bairn,Utility Item,Gravesite Plain,Dropped by the Ulcerated Tree Spirit in the Ellac River
184,FALSE,Rivermouth Cave,SoG/Location,Gravesite Plain,"Continue North along the river, then look for a cave entrance in the Northern portion of the more open river area"
185,FALSE,Chief Bloodfiend,Boss,Rivermouth Cave,Progress through the cave until you find the boss room. Defeat this boss for the Bloodfiend Hexer's Ashes
186,FALSE,Bloodfiend Hexer's Ashes,Spirit Ashes,Rivermouth Cave,Dropped by Chief Bloodfiend in the Rivermouth Cave
187,FALSE,Mushroom-Seller's Bell Bearing 1,Bell Bearing,Gravesite Plain,Head South from the Rivermouth Cave until you can pass under two rock pillars. Hug the right side around and you will see a hanging pot you need to shoot down
188,FALSE,Two-Headed Turtle Talisman,Talisman,Gravesite Plain,"Exit the Rivermouth Cave and head Northeast, then North through the waterfall. You'll find this talisman in a secret cave room with hostile worm-like spirits"
189,FALSE,Castle Ensis,SoG/Location,Gravesite Plain,Return to the Castle Front SoG and head across the bridge leading Northeast. This will take you into the castle
190,FALSE,Milady,Light Greatsword,Castle Ensis,Head up the large stairwell to the North/Northeast. Continue along the path until you find a set of stairs on your left leading up to a platform. At the top you will find a ladder leading to the top of a tower. Found in the chest at the top
191,FALSE,Loyal Knight's Cookbook ,Cookbook,Castle Ensis,"Head back down the tower, off the platform and in the cave to the East. Follow the path to an open area with a Black Steel Knight enemy. Go into the room to the left to find the cookbook in a chest"
192,FALSE,Castle Ensis Checkpoint,SoG/Location,Castle Ensis,"Return to the open area, then head up the hill toward the gate. You'll see this to the left of the gate"
193,FALSE,Castle Cross Message,Key Item,Castle Ensis,Found near the Castle Ensis Checkpoint SoG
194,FALSE,Miquella's Cross,Cross,Castle Ensis,Found near the Castle Ensis Checkpoint SoG
195,FALSE,Scadutree Fragment,Key Item,Castle Ensis,Found near the Castle Ensis Checkpoint SoG
196,FALSE,Gate Shortcut,Shortcut,Castle Ensis,"Go to the right of the gate where an enemy is standing on a ledge. Drop down, then drop through the hole. Leave the cave and jump along the rocks to the waterfall. Go up the ladder. Continue through the room, outside, and to another room with a lever. Use this to open the gate  "
197,FALSE,"Moonrithyll, Carian Knight",Enemy,Castle Ensis,"From the Castle Ensis Checkpoint SoG, continue through the newly open gate. Follow along the path until you reach a set of stairs leading up to a building. This enemy will be in the entryway. Drops the Moonrithyll's Knight Sword "
198,FALSE,Moonrithyll's Knight Sword,Colossal Sword,Castle Ensis,"Dropped by Moonrithyll, Carian Knight in Castle Ensis"
199,FALSE,Ghost,Ghost,Castle Ensis,Continue into the building and straight back to find this ghost kneeling at the altar
200,FALSE,Rellana's Cameo,Talisman,Castle Ensis,Continue into the building and straight back to find this on an altar
201,FALSE,Glintblade Trio,Sorcery,Castle Ensis,Go through the open door on your left (facing away from the altar before). Continue down the hallway and up the stairs. Continue outside and up more stairs. Go just through the gate and jump down to your left. Follow this around to a ladder and then a second ladder. Go West along the rooftops until you see a spot you can jump down to with a corpse that contains this item
202,FALSE,Wolf Crest Shield,Medium Shield,Castle Ensis,Drop down from the Glintblade Trio sorcery and head into the room. Find this in a chest in front of a fireplace
203,FALSE,Imbued Sword Key,Key Item,Castle Ensis,"Return to the building guarded by the Carian Knight from before, and through the gate you opened past this building. Continue along this path to the Northeast until you find some stairs spiraling up along a tower. Go into this tower at the top to find in a chest"
204,FALSE,Castle Lord's Chamber,SoG/Location,Castle Ensis,"Continue North, up the lift, and into the next room. Go up the stairs and find this SoG"
205,FALSE,Ash of War: Wing Stance,Ash of War,Castle Ensis,"Head out the doorway to the East of this room, and jump down to the right. Continue down the rock ledges and into the tower. Continue to the top of the tower to find this in a chest "
206,FALSE,"Rellana, Twin Moon Knight",Boss,Castle Ensis,"Return to the Castle Lord's Chamber, then head up the stairs to the West to find this boss gate. Drops the Remembrance of the Twin Moon Knight"
207,FALSE,Remembrance of the Twin Moon Knight,Remembrance,Castle Ensis,"Dropped by Rellana, Twin Moon Knight"
208,FALSE,Ensis Moongazing Grounds,SoG/Location,Castle Ensis,"Found after defeating Rellana, Twin Moon Knight"
209,FALSE,Scadu Altus,Checkpoint,Scadu Altus,Leave the castle through the gateway to the North and you will be in Scadu Altus
210,FALSE,Highroad Cross,SoG/Location,Scadu Altus,Leave the castle through the gateway to the North and follow the path to find this SoG
211,FALSE,Scadutree Fragment,Key Item,Scadu Altus,Found near the Highroad Cross SoG
212,FALSE,Miquella's Cross,Cross,Scadu Altus,Found near the Highroad Cross SoG
213,FALSE,Needle Knight Leda,NPC,Scadu Altus,Found near the Highroad Cross SoG. Speak to them and exhaust dialogue
214,FALSE,Hornsent,NPC,Scadu Altus,Found near the Highroad Cross SoG. Speak to them and exhaust dialogue. They will give you a new Cross Map
215,FALSE,New Cross Map,Key Item,Scadu Altus,Given to you by Hornsent near the Highroad Cross SoG
216,FALSE,Monk's Missive,Quest Item,Scadu Altus,Found near the Highroad Cross SoG.Used for a questline with a monk near Moorth Ruins
217,FALSE,May the Best Win,Gesture,Scadu Altus,"Found near the Highroad Cross SoG, a bit North"
218,FALSE,Carian Sorcery Sword,Thrusting Sword,Scadu Altus,Head Northwest a bit until you see a spot to the left to jump down near a spectral troll knight. Jump down and follow the water South. Look to the Southwest for a rooftop to jump to. Continue to the other side of the rooftop to find a chest with this in it 
219,FALSE,Map: Scadu Altus,Map,Scadu Altus,Found by following the path North from the Highroad Cross SoG
220,FALSE,Scadutree Fragment,Key Item,Scadu Altus,"Continue North along this path, found just inside the enemy camp. Retreat quickly to avoid the Furnace Golem enemy for now"
221,FALSE,Church of the Crusade,SoG/Location,Scadu Altus,Head West to find the church up the hill
222,FALSE,Fire Knight Queelign,Invader,Scadu Altus,Found near the Church of Crusade. Drops the Ash of War: Flame Skewer and a Prayer Room Key
223,FALSE,Ash of War: Flame Skewer,Ash of War,Scadu Altus,Dropped by Fire Knight Queelign in the Church of Crusade
224,FALSE,Prayer Room Key,Key Item,Scadu Altus,Dropped by Fire Knight Queelign in the Church of Crusade
225,FALSE,Scadutree Fragment,Key Item,Scadu Altus,Found in the Church of Crusade. Two of them are found here
226,FALSE,Forager Brood Cookbook 4,Cookbook,Scadu Altus,"North of the Church of the Crusade. Use a Warming Stone on the Forager Brood to heal it, then it will give you this cookbook"
227,FALSE,Larval Tear,Key Item,Scadu Altus,Head South at night and you will see a circle of spectral graves with this in the center
228,FALSE,"Scadu Altus, West",SoG/Location,Scadu Altus,Head further South and down the hill from the Church of Crusade or the Larval Tear to find this overlooking a cliff
229,FALSE,Moore,NPC,Scadu Altus,Return to the Main Gate Cross SoG and speak to Moore. He will give you the Forager Brood Cookbook 7 for helping the Forager Brood from before
230,FALSE,Forager Brood Cookbook 7,Cookbook,Scadu Altus,Given to you by Moore after helping the Forager Brood using the Warming Stone
231,FALSE,OPTIONAL: Kill the Forager Brood,Event,Scadu Altus,"At this time, you can go back to kill any two of the Forager Brood you've encountered before and doing so will cause Moore to invade. He will drop his shield, armor, and bell bearing. NOTE: This is not recommended as you can encounter him much later and receive his items"
232,FALSE,Verdigris Greatshield,Greatshield,Scadu Altus,Dropped by Moore if he invades you for killing the Forager Brood
233,FALSE,Verdigris Set,Armor Set,Scadu Altus,Dropped by Moore if he invades you for killing the Forager Brood
234,FALSE,Moore's Bell Bearing,Bell Bearing,Scadu Altus,Dropped by Moore if he invades you for killing the Forager Brood
235,FALSE,Fog Rift Fort,SoG/Location,Scadu Altus,"Look for a path down to the right of the Scadu Altus, West SoG, onto one of the towers"
236,FALSE,Greater Potentate's Cookbook 3,Cookbook,Fog Rift Fort,"Once on the tower of Fog Rift Fort, descend the ladder and continue South through the room, then immediately turn right and go down the stairs. Cross the wood bridge and find this on a corpse on the cliff edge "
237,FALSE,Serpent Flail,Flail,Fog Rift Fort,"Return across the bridge and up the stairs, then jump down on the other side of the tower (facing East) and look to the left to find a chest under a tent that contains this item"
238,FALSE,Black Knight Garrew,Enemy,Fog Rift Fort,"Continue Southwest and up a ladder. Cut right and onto the bridge, and look for a Black Steel Knight in a tower. Kill him for the shield"
239,FALSE,Black Steel Greatshield,Greatshield,Fog Rift Fort,Dropped by Black Knight Garrew in Fog Rift Fort
240,FALSE,Arrow's Soaring Sting Talisman,Talisman,Fog Rift Fort,"Jump down to the left of the building the Black Steel Knight was in, then continue up the stairs and up the ladders to find this in a chest"
241,FALSE,Portal to Ancient Ruins of Rauh,Event,Scadu Altus,"Head Southeast from the Scadu Altus, West SoG, across the water, and up the hill to find a shrine where you can use the Imbued Sword Key from Castle Ensis. This will take you to a location in Ruah Ruins"
242,FALSE,Verdigris Discus,Talisman,Scadu Altus,"Once you take the portal to the Ruah Ruins, continue Northeast, past an enemy, and under some archways to find this item near a small statue against the rock face"
243,FALSE,Fire Knight's Cookbook 1,Cookbook,Scadu Altus,"Return to the Highroad Cross SoG, head North to the map location, then follow the road South. Find this in a tent to the right of the road "
244,FALSE,Scadutree Fragment,Key Item,Scadu Altus,"Found in front of the statue in the small soldier camp on the right of the road, near the Fire Knight's Cookbook 1"
245,FALSE,Ash of War: Piercing Throw,Ash of War,Scadu Altus,"Continue directly South still staying near the road, look for the scarab that drops this between a couple of fallen pillars with some misbegotten enemies nearby"
246,FALSE,Ruined Forge of Starfall Past,SoG/Location,Scadu Altus,"From the Ash of War: Piercing Throw, continue directly West and you will find the entrance to this forge. Or almost directly South from the Scadutree Fragment and Fire Knight's Cookbook from before. There are a lot of upgrade materials in this location"
247,FALSE,Smithscript Spear,Spear,Ruined Forge of Starfall Past,"Continue into the forge, down the ladder, and past the SoG. Continue across the bridge in the large room and turn to the right to find this on a corpse"
248,FALSE,Pull the Lever,Event,Ruined Forge of Starfall Past,"Head to the left side of the bridge in the large room, then pull the lever to reveal a doorway"
249,FALSE,Smithing Talisman,Talisman,Ruined Forge of Starfall Past,"Continue through the doorway in the Northeast part of the room on the lower section. Continue into another room and look for another hallway on the right. Follow this Southeast, and go up the ladder on the right. Follow the hall until you find another large room. Continue up the rubble on the left, and into the next room. Go past the platform and into the room on the left to find this on a corpse"
250,FALSE,Pull the Lever,Event,Ruined Forge of Starfall Past,"Return to the platform, then jump down onto the bridge below. Continue across and to the left to pull another lever"
251,FALSE,Smithscript Cirque,Backhand Blade,Ruined Forge of Starfall Past,Jump down from the lever and go through the newly opened doorway. Continue through the hallway and find this on a corpse in the next room near two large furnace enemies
252,FALSE,Ancient Meteoric Ore Greatsword,Colossal Sword,Ruined Forge of Starfall Past,"Begin heading back to the last room with the lever, but look for another lever on your left just before entering the room. Once pulled, the door will go up again, so step just outside of the corridor quickly and ride it up. Go through the doorway on the Southwest platform after riding the door up and interact with the furnace to receive this item "
253,FALSE,Ancient Dragon Smithing Stone,Upgrade Mat,Ruined Forge of Starfall Past,"Begin heading back to the last room with the lever, but look for another lever on your left just before entering the room. Once pulled, the door will go up again, so step just outside of the corridor quickly and ride it up. Go through the doorway on the Southwest platform after riding the door up and interact with the furnace to receive this item "
254,FALSE,Forager Brood Cookbook 1,Cookbook,Scadu Altus,"Once you complete the Ruined Forge of Starfall Past location, leave and go around it, then continue West and you will find this Forager Brood near the cliff edge. Interact with it to get the cookbook"
255,FALSE,Ghostflame Dragon,Boss,Scadu Altus,Leave the Ruined Forge of Starfall Past and head East back toward the road. Will be fighting some other enemies. Kill it for a Dragon Heart and a Somber Ancient Dragon Smithing Stone
256,FALSE,Dragon Heart,Key Item,Scadu Altus,Dropped by the Ghostflame Dragon found South along the road
257,FALSE,Somber Ancient Dragon Smithing Stone,Upgrade Mat,Scadu Altus,Dropped by the Ghostflame Dragon found South along the road
258,FALSE,Repeating Crossbow,Crossbow,Scadu Altus,"Found further South from the Ghostflame Dragon, near a broken barricade"
259,FALSE,Unlocking Cairn,Event,Scadu Altus,"Head East from the Ghostflame Dragon and look around the cliff edge for the unlocking cairn, giving you access to a spiritspring. Then use the spiritspring to leap up to an area above Fort Reprimand"
260,FALSE,Scaduview Cross,SoG/Location,Scadu Altus,Head Southeast in this higher area to find the SoG
261,FALSE,Miquella's Cross,Cross,Scadu Altus,Found near the Scaduview Cross SoG
262,FALSE,Scadutree Fragment,Key Item,Scadu Altus,Found near the Scaduview Cross SoG
263,FALSE,Moorth Highway South,SoG/Location,Scadu Altus,"Continue along the road South from the Ghostflame Dragon and you'll come up to a cave. Continue through the cave and once outside again, climb up the small ledge to your right to find this SoG"
264,FALSE,Fort of Reprimand,SoG/Location,Scadu Altus,Found just Southeast of the Moorth Highway South SoG
265,FALSE,Flamedrake Talisman +3,SoG/Location,Fort of Reprimand,"Once inside the fort, continue to the Southeast side and to the right to find some stairs leading down into a room. take the doorway on the left, then the next doorway on the left, and continue around to the right until you see some cages in a pile on the far Southeast side of this room. Jump up and over those continuing Southwest until you find a chest up a small set of stairs"
266,FALSE,Fort of Reprimand (SoG),SoG/Location,Fort of Reprimand,"Jump over the railing just past the chest to return to the room you were in before. Take the doorway now on your right, then the one on the left again. Continue around and take the doorway on your left, then head up all three flights of stairs to reach this SoG "
267,FALSE,Black Knight Edredd,Boss,Fort of Reprimand,Continue to the Southwest portion of this upper area and into the room on the left. Kill him for the Ash of War: Aspects of the Crucible: Wings
268,FALSE,Ash of War: Aspects of the Crucible: Wings,Ash of War,Fort of Reprimand,Dropped by Black Knight Edredd
269,FALSE,Battlefield Priest's Cookbook 2,Cookbook,Fort of Reprimand,Continue up the stairs and the ladder past Edredd. Continue up the next ladder. Found in a chest at the top of the tower
270,FALSE,Messmer Soldier Ashes,Spirit Ashes,Fort of Reprimand,"Return to the Moorth Highway South SoG, then continue back toward the fort around the outside on the left. There will be a spirit spring at the bottom of the cliff, directly Southwest behind the fort near the right hand corner. Jump down. Then use it again to jump toward the Northwest, to another section behind the fort.  Found near the gravestones"
271,FALSE,Iris of Occultation,Quest Item,Fort of Reprimand,"Return to the beginning of Fort of Reprimand, then go inside the fort and immediately go to the Northeast section of the wall and jump down into a square hole. Continue down and into the room, then kill the Omen Killer to receive this item "
272,FALSE,Moorth Ruins,SoG/Location,Scadu Altus,"Return to the Moorth highway South SoG, then head North along the road. Continue until you see the ruins and the first SoG on your right"
273,FALSE,Scadutree Fragment,Key Item,Scadu Altus,Found near the Moorth Ruins SoG
274,FALSE,Miquella's Cross,Cross,Scadu Altus,Interact with this cross at the Moorth Ruins SoG
275,FALSE,Dryleaf Dane,NPC,Scadu Altus,Found at the Moorth Ruins SoG. Use the emote on the Monk's Missive key item and defeat him in combat to get the Dryleaf Arts and Dryleaf Hat
276,FALSE,Dryleaf Arts,Hand-to-Hand Art,Scadu Altus,Found by defeating Dryleaf Dane at the Moorth Ruins after using the emote found on the Monk's Missive key item
277,FALSE,Dane's Hat,Helmet,Scadu Altus,Found by defeating Dryleaf Dane at the Moorth Ruins after using the emote found on the Monk's Missive key item
278,FALSE,Pot-Wielding Shadow Undead,Enemy,Scadu Altus,"Return to the Moorth Ruins SoG. Look for this enemy around the large sinkhole in Moorth Ruins, Southeast portion of the ruins, and kill them for a Scadutree Fragment"
279,FALSE,Scadutree Fragment,Key Item,Scadu Altus,Dropped by Pot-Wielding Shadow Undead in Moorth Ruins
280,FALSE,Revered Spirit Ashes,Key Item,Scadu Altus,"Continue to the Eastern outskirts of the Moorth Ruins, look for a large headless body just past a building that is draped"
281,FALSE,Shattered Stone Talisman,Talisman,Scadu Altus,"From the Moorth Ruins SoG, head through the archway and look for a building with stairs leading down. Go in, and look for this on a corpse near a ledge looking down on some ruins"
282,FALSE,Descending to Moorth Ruins,Shortcut,Scadu Altus,"From the Shattered Stone Talisman, carefully jump to a slight ledge in the rockface to the South (use torrent). Then carefully turn around and drop down to more ruined building. Alternatively, you can go back up and look for a hole in between buildings in the Eastern part of the ruins that will lead you through a tunnel to get down"
283,FALSE,Golden Arcs,Incantation,Scadu Altus,"Found in the building at the bottom of Moorth Ruins, in the chest"
284,FALSE,Bonny Village,SoG/Location,Scadu Altus,"Leave the room, then head to the right and look for a platform you can jump down to. Then jump down again and enter the cave in the East just past the building. Ascend the latter and you will be at the Bonny Village"
285,FALSE,Bonny Butchering Knife,Greataxe,Scadu Altus,"Found in the Bonny Village, near a burned down house East of the SoG"
286,FALSE,Revered Spirit Ashes,Key Item,Scadu Altus,Continue East in the Bonny Village and jump into the ravine that splits the village. Head North and you will eventually come across this
287,FALSE,Hefty Cracked Pot,Consumable,Scadu Altus,"Found in the Bonny village, near another house Southeast of the SoG"
288,FALSE,Bonny Gaol,SoG/Location,Scadu Altus,Head South of this first section of the Bonny Village and continue across the bridge. Continue South and you will find the entrance to this on the right
289,FALSE,Hefty Cracked Pot,Consumable,Bonny Gaol,Head through the tunnel. Head down the walkway. Look for the first pot on your left that you can drop down to. Continue dropping down until you get to the ledge and head to the right. Find this in the back of the room
290,FALSE,Stalwart Horn Charm +2,Talisman,Bonny Gaol,"Head back out of the room and to the right. Use the circular button on the ground near the next door to make a jar descend. Jump on it and ride it up. Jump off and head Northwest to the last door on this ledge. Continue inside, and through the next door on the left. Jump in the square wooden hole. Continue East and to the left. Follow the tunnel. Keep following the tunnels East and they will lead you to a ladder. Continue up the ladder and find this at the top"
291,FALSE,Directional Step,Event,Bonny Gaol,"Head out the giant hole and out the door. Continue to the right and back into the room from before. Continue through the next door, and down the square hole again. Head through the West tunnel. You will see the next room and tunnel to the West, but inside you need to turn around and take the tunnel South (to the right of the tunnel you came out of). Follow this tunnel and take a right and jump through the hole and into the pit. Head down and further into this pit"
292,FALSE,Armor of Night Set,Armor Set,Bonny Gaol,"Head to the Southeast part of this large pit/room. Continue through the hole and drop down. Head to the left and out the next door into another room. Then out the next door and to the left. Continue down the stairs and into the room straight ahead. Through the next door and to the right. Jump down to the pot below the ledge and ride it down, then hop off and on and ride it back up to the top. Find this on a corpse"
293,FALSE,Shield of Night,Small Shield,Bonny Gaol,Head up the stairs to the left. Head out the door on the right. Find this near the ledge
294,FALSE,Curseblade Labirith,Boss,Bonny Gaol,Head back to the ledge with the pots and jump down the pots until one goes down to the stone bridge you saw before. Cross the bridge and jump down to the left. Follow the path and head down the stairs. Continue past the ledges to find this boss gate. Drops the Curseblade Meera Spirit Ash
295,FALSE,Curseblade Meera,Spirit Ashes,Bonny Gaol,Dropped by Curseblade Labirith in the Bonny Gaol
296,FALSE,Hefty Cracked Pot,Consumable,Scadu Altus,Head back to the Bonny Village. Found in the Northeast part of the Bonny Village near another house
297,FALSE,O Mother,Gesture,Scadu Altus,Head North of the Bonny Village and find this near an odd looking tree on a headless corpse
298,FALSE,Whipping Hut,SoG/Location,Scadu Altus,Head to the East part of the Bonny Village and cross the long bridge. Find this to the right after getting across the bridge
299,FALSE,Tooth Whip,Whip,Scadu Altus,Found in the Whipping Hut East of the Bonny Village
300,FALSE,Ghost,Ghost,Scadu Altus,Found near the Whipping Hut East of the Bonny Village
301,FALSE,Bridge Leading to Village,SoG/Location,Scadu Altus,Continue along the next bridge to the Northeast and find this to the right once you get across
302,FALSE,Ash of War: Raging Beast,Ash of War,Scadu Altus,Continue along the path to the Northeast and look for a teleporting scarab on the right near some trees
303,FALSE,Furnace Golem,Enemy,Scadu Altus,Return to the path and continue North. Kill this for the Cerulean-Sapping Cracked Tear. NOTE: You will need to climb to the cliffs above this Furnace Golem and use a Hefty Fire Pot or Hefty Furnace Pot to kill it
304,FALSE,Cerulean-Sapping Cracked Tear,Crystal Tear,Scadu Altus,Dropped by the Furnace Golem in Scadu Altus
305,FALSE,Greasemonger's Bell Bearing,Bell Bearing,Scadu Altus,"Continue past this Furnace Golem and look for a way to make your way up some cliffs with several wolfs nearby. Continue to the top and head to the Southern section, you will see a hanging pot. Knock it down to get this bell bearing"
306,FALSE,Church District Highroad,SoG/Location,Scadu Altus,Continue North along the path as it winds up the hill and you will eventually find this SoG
307,FALSE,Forager Brood Cookbook 6,Cookbook,Scadu Altus,Head Northwest/West. Continue up some rocky ledges. Hug the cliff to your left and head straight back toward the Shadow Keep. Speak to the Forager Brood for this item
308,FALSE,Rabbath's Rise,SoG/Location,Scadu Altus,Find this directly East of the Church District Highroad SoG
309,FALSE,Illusory Wall and "Spirit",Secret,Scadu Altus,"To unlock the Spirit Spring that lets you enter Rabbath's Rise, you need to go inside, and follow the stairs up. In one of the rooms, you'll see two archways to the right of a bookshelf with walls covering them. Hit these, then hit the ""spirit"" just outside on this balcony. This will unlock the spirit spring. Jump up to the stairs on the outside of the tower using the Spirit Spring. Descend down the stairs and into the room, then pull the lever"
310,FALSE,Rabbath's Cannon,Ballista,Scadu Altus,Found at the top of Rabbath's Rise in Scadu Altus East
311,FALSE,Larval Tear,Key Item,Scadu Altus,"Return to the Church District Highroad SoG, then head West at night. You will find spectral gravestones with this item in the center"
312,FALSE,Cathedral of Manus Metyr,SoG/Location,Scadu Altus,"From the Larval Tear from before, continue directly South to find this SoG inside the cathedral"
313,FALSE,Count Ymir,NPC,Scadu Altus,Continue through the doorway near the Cathedral of Manus Metyr SoG and speak to exhaust dialogue and receive the Hole-Laden Necklace and the Ruins Map
314,FALSE,Hole-Laden Necklace,Quest Item,Scadu Altus,Given to you by Count Ymir. Used to ring the bells at the two Finger Ruins
315,FALSE,Ruins Map 1,Quest Item,Scadu Altus,Given to you by Count Ymir. Used to locate the Finger Ruins of Rhia
316,FALSE,Glintstone Pebble,Sorcery,Scadu Altus,Sold by Count Ymir
317,FALSE,Great Glintstone Shard,Sorcery,Scadu Altus,Sold by Count Ymir
318,FALSE,Glintblade Phalanx,Sorcery,Scadu Altus,Sold by Count Ymir
319,FALSE,Carian Phalanx,Sorcery,Scadu Altus,Sold by Count Ymir
320,FALSE,Carian Retaliation,Sorcery,Scadu Altus,Sold by Count Ymir
321,FALSE,Miriam's Vanishing,Sorcery,Scadu Altus,Sold by Count Ymir
322,FALSE,Glintstone Nail,Sorcery,Scadu Altus,Sold by Count Ymir. Only after the 1st bell is rung
323,FALSE,Glintstone Nails,Sorcery,Scadu Altus,Sold by Count Ymir. Only after the 1st bell is rung
324,FALSE,Fleeting Microcosm,Sorcery,Scadu Altus,Sold by Count Ymir. Only after the 2nd bell is rung
325,FALSE,Greater Potentate's Cookbook 4,Cookbook,Scadu Altus,Head outside of the cathedral and head to the Eastern side of it. Find this just past the water on a corpse
326,FALSE,Mausoleum Coffin,Mausoleum,Scadu Altus,Go out behind the Cathedral and look for this near the pond. Used to duplicate any remembrance
327,FALSE,Ash of War: Carian Sovereignty,Ash of War,Scadu Altus,"Return to the Church District Highroad SoG. Head West toward where you found the Larval Tear before. Continue to the cliff edge, then follow that South and down a slope. Continue until you see a small cove in the left cliff face.  Shoot down the hanging scarab to get this"
328,FALSE,Leather (Highland) Set,Armor Set,Scadu Altus,Return to where you found the Map: Scadu Altus pillar and continue East. Find this near some orange trees just before the lake
329,FALSE,Ralva the Great Red Bear,Boss,Scadu Altus,Continue East until you find a lake with this boss in it. Drops the Pelt of Ralva armor
330,FALSE,Pelt of Ralva,Helmet,Scadu Altus,Dropped by Ralva the Great Red Bear
331,FALSE,Larval Tear,Key Item,Scadu Altus,"From the Ralva the Great Red Bear boss area, head back West at night and look for an area leading up. You'll find some gravestones in a circle, go here to receive the Larval Tear"
332,FALSE,Furnace Golem,Enemy,Scadu Altus,Continue North through the camp to find this enemy. Drops the Crimsonburst Dried Tear
333,FALSE,Crimsonburst Dried Tear,Crystal Tear,Scadu Altus,Dropped by the Furnace Golem North of the Map: Scadu Altus location
334,FALSE,Battlefield Priest's Cookbook 3,Cookbook,Scadu Altus,Continue North from the Furnace Golem to find this on a corpse in a tent
335,FALSE,Black Steel Twinblade,Twinblade,Scadu Altus,Head West from the Furnace Golem or the Battlefield Priest's Cookbook 3 to find a Black Steel Knight near a campsite that drops this weapon
336,FALSE,Ash of War: Rolling Sparks,Perfume Bottle,Scadu Altus,"Return to where you encountered the Furnace Golem in the camp, then head East and up the hill/ledges through another camp area. You will see a scarab flying in the air. Kill it for this Ash of War"
337,FALSE,Furnace Keeper's Notes,Key Item,Scadu Altus,Head back down from where you obtained the Ash of War: Rolling Sparks and then North. You will find this in a hut near the wall
338,FALSE,Miquella Breaking the Great Rune,Event,Scadu Altus,"Continue to the Shadow Keep Gates and as you get near, a loud noise will happen and a message will pop up saying a Great Rune was broken"
339,FALSE,Needle Knight Leda,NPC,Scadu Altus,"Go to the Highroad Cross SoG in Scadu Altus and you can talk to Leda to advance her questline and get additional dialogue. NOTE: When you speak with Leda, she will mention going after the other NPCs. You can choose between Thiollier or Hornsent but it doesn't change anything and she will go after Hornsent anyway"
340,FALSE,Hornsent,NPC,Scadu Altus,Go to the Highroad Cross SoG in Scadu Altus and exhaust dialogue. You can use him against the Golden Hippopotamus boss later in the Shadow Keep
341,FALSE,Moore,NPC,Scadu Altus,"Return to the Main Gate Cross SoG and speak to Moore. You will have three dialogue options: Option 1: Put it behind you, if you choose this option, you will not see Moore again until much later, and will receive his armor once you defeat him in a boss battle toward the end of the game. Option 2: Remain sad forever, If you choose this option, he will be found dead near the Forager Brood North of the Church of the Crusade. You can then collect his greatshield, armor, and bell bearing. NOTE: WHEN HE DIES FROM THIS OPTION, YOU WILL NO LONGER BE ABLE TO COLLECT THE REMAINING FORAGER BROOD COOKBOOKS. Option 3: I don't know, choosing this option will keep Moore here longer, but will ultimately lead to the outcome of option 1, and you will still get his gear"
342,FALSE,Moore's Bell Bearing,Bell Bearing,Scadu Altus,Found near the Forager Brood North of the Church of the Crusade if you chose to tell Moore to remain sad forever
343,FALSE,Verdigris Set,Armor Set,Scadu Altus,Found near the Forager Brood North of the Church of the Crusade if you chose to tell Moore to remain sad forever
344,FALSE,Verdigris Greatshield,Greatshield,Scadu Altus,Found near the Forager Brood North of the Church of the Crusade if you chose to tell Moore to remain sad forever
345,FALSE,Thiollier,NPC,Gravesite Plain,Speak to him at the Pillar Path Cross SoG for additional dialogue
346,FALSE,Redmane Freyja,NPC,Gravesite Plain,Return to the Three Path Cross SoG and speak to this NPC for additional dialogue about Hornsent and her broken armor
347,FALSE,Sir Ansbach,NPC,Gravesite Plain,Return to the Main Gate Cross SoG and speak to him for additional dialogue
348,FALSE,Cerulean Coast,Checkpoint,Cerulean Coast,"To start this section, return to the Ellac River Cave SoG"
349,FALSE,Greater Potentate's Cookbook 12,Cookbook,Cerulean Coast,Leave the cave and continue Southeast down some natural stone pillars. Found on a corpse
350,FALSE,Ellac River Downstream,SoG/Location,Cerulean Coast,Continue South across the stone pillars path and you will eventually find this SoG
351,FALSE,Ghost,Ghost,Cerulean Coast,Found South of the Ellac River Downstream SoG. Speak to it for lore
352,FALSE,Mushroom-Seller's Bell Bearing 2,Bell Bearing,Cerulean Coast,"Continue South and down the ledges, then jump to the East to a stone pillar. Continue down and look to the left to see this pot hanging from a rope near the waterfall. Shoot the rope then make your way down to the base of the waterfall to get this"
353,FALSE,Lightning Perfume Bottle,Perfume Bottle,Cerulean Coast,Continue through the woods Southeast and look for a pond with lightning sheep nearby. This will be in the pond
